Species 1,Species 2,Dist,Std. Err
CAIB01000045 Staphylococcus intermedius,KY315825 Staphylococcus edaphicus,0.0287361041,0.0043614612
FXUZ01000000 Staphylococcus cornubiensis,KY315825 Staphylococcus edaphicus,0.0288837602,0.0044598625
KY019172 Staphylococcus ursi,KY315825 Staphylococcus edaphicus,0.0292776794,0.0043003344
X84731 Staphylococcus lutrae,KY315825 Staphylococcus edaphicus,0.0347410234,0.0049419050
HM484980 Staphylococcus agnetis,KY315825 Staphylococcus edaphicus,0.0321238988,0.0047299825
CP008747 Staphylococcus hyicus,KY315825 Staphylococcus edaphicus,0.0279329652,0.0042472962
D83360 Staphylococcus chromogenes,KY315825 Staphylococcus edaphicus,0.0313049186,0.0045327154
S83568 Staphylococcus schleiferi subsp. schleiferi,KY315825 Staphylococcus edaphicus,0.0324358938,0.0045274317
AB009945 Staphylococcus coagulans,KY315825 Staphylococcus edaphicus,0.0316707526,0.0045923739
D83364 Staphylococcus felis,KY315825 Staphylococcus edaphicus,0.0341732352,0.0048606972
MT442037 Staphylococcus canis,KY315825 Staphylococcus edaphicus,0.0240803644,0.0043304939
EU888120 Staphylococcus microti,KY315825 Staphylococcus edaphicus,0.0306247571,0.0045031551
FM242137 Staphylococcus rostri,KY315825 Staphylococcus edaphicus,0.0327984679,0.0048242235
FR733703 Staphylococcus muscae,KY315825 Staphylococcus edaphicus,0.0280974644,0.0043344716
D83358 Staphylococcus auricularis,KY315825 Staphylococcus edaphicus,0.0256502110,0.0040276175
AB233329 Staphylococcus carnosus subsp. utilis,KY315825 Staphylococcus edaphicus,0.0375670304,0.0051416730
EU727181 Staphylococcus carnosus subsp. carnosus,KY315825 Staphylococcus edaphicus,0.0318208930,0.0046125097
Y15750 Staphylococcus condimenti,KY315825 Staphylococcus edaphicus,0.0306718798,0.0045197981
Y15754 Staphylococcus piscifermentans,KY315825 Staphylococcus edaphicus,0.0327689532,0.0045770139
MK121623 Staphylococcus debuckii,KY315825 Staphylococcus edaphicus,0.0319851397,0.0044687228
D83373 Staphylococcus simulans,KY315825 Staphylococcus edaphicus,0.0327464816,0.0047254308
EU707796 Staphylococcus massiliensis,KY315825 Staphylococcus edaphicus,0.0334497884,0.0045791862
AB009938 Staphylococcus delphini,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0273971541,0.0042628807
AJ780976 Staphylococcus pseudintermedius,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0319506837,0.0046882665
CAIB01000045 Staphylococcus intermedius,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0287361041,0.0043614612
FXUZ01000000 Staphylococcus cornubiensis,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0287823791,0.0044450857
KY019172 Staphylococcus ursi,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0290074621,0.0042638977
X84731 Staphylococcus lutrae,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0347410234,0.0049419050
HM484980 Staphylococcus agnetis,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0321238988,0.0047299825
CP008747 Staphylococcus hyicus,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0276752844,0.0042090772
D83360 Staphylococcus chromogenes,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0313049186,0.0045327154
S83568 Staphylococcus schleiferi subsp. schleiferi,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0322831867,0.0045086665
AB009945 Staphylococcus coagulans,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0316707526,0.0045923739
D83364 Staphylococcus felis,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0341732352,0.0048606972
MT442037 Staphylococcus canis,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0239458245,0.0043097208
EU888120 Staphylococcus microti,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0306247571,0.0045031551
FM242137 Staphylococcus rostri,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0327984679,0.0048242235
FR733703 Staphylococcus muscae,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0280411864,0.0043253596
D83358 Staphylococcus auricularis,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0256502110,0.0040276175
AB233329 Staphylococcus carnosus subsp. utilis,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0375670304,0.0051416730
EU727181 Staphylococcus carnosus subsp. carnosus,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0318208930,0.0046125097
Y15750 Staphylococcus condimenti,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0305699636,0.0045034562
Y15754 Staphylococcus piscifermentans,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0326597465,0.0045610242
MK121623 Staphylococcus debuckii,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0319851397,0.0044687228
D83373 Staphylococcus simulans,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0327464816,0.0047254308
EU707796 Staphylococcus massiliensis,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0334497884,0.0045791862
KY315825 Staphylococcus edaphicus,AP008934 Staphylococcus saprophyticus subsp. saprophyticus,0.0000000000,0.0000000000
AB009938 Staphylococcus delphini,MH643903 Staphylococcus pseudoxylosus,0.0267026441,0.0042398563
AJ780976 Staphylococcus pseudintermedius,MH643903 Staphylococcus pseudoxylosus,0.0309221060,0.0046846801
CAIB01000045 Staphylococcus intermedius,MH643903 Staphylococcus pseudoxylosus,0.0287888110,0.0044619347
FXUZ01000000 Staphylococcus cornubiensis,MH643903 Staphylococcus pseudoxylosus,0.0291119200,0.0046110787
KY019172 Staphylococcus ursi,MH643903 Staphylococcus pseudoxylosus,0.0294042015,0.0044233427
X84731 Staphylococcus lutrae,MH643903 Staphylococcus pseudoxylosus,0.0349276891,0.0050679297
HM484980 Staphylococcus agnetis,MH643903 Staphylococcus pseudoxylosus,0.0313817896,0.0047056402
CP008747 Staphylococcus hyicus,MH643903 Staphylococcus pseudoxylosus,0.0280222210,0.0043414590
D83360 Staphylococcus chromogenes,MH643903 Staphylococcus pseudoxylosus,0.0305980960,0.0045261541
S83568 Staphylococcus schleiferi subsp. schleiferi,MH643903 Staphylococcus pseudoxylosus,0.0327670842,0.0046860790
AB009945 Staphylococcus coagulans,MH643903 Staphylococcus pseudoxylosus,0.0309710739,0.0046032825
D83364 Staphylococcus felis,MH643903 Staphylococcus pseudoxylosus,0.0334635831,0.0048408367
MT442037 Staphylococcus canis,MH643903 Staphylococcus pseudoxylosus,0.0241595439,0.0044761644
EU888120 Staphylococcus microti,MH643903 Staphylococcus pseudoxylosus,0.0313978093,0.0045301024
FM242137 Staphylococcus rostri,MH643903 Staphylococcus pseudoxylosus,0.0335401605,0.0048576055
FR733703 Staphylococcus muscae,MH643903 Staphylococcus pseudoxylosus,0.0296905697,0.0045144560
D83358 Staphylococcus auricularis,MH643903 Staphylococcus pseudoxylosus,0.0249478950,0.0039943850
AB233329 Staphylococcus carnosus subsp. utilis,MH643903 Staphylococcus pseudoxylosus,0.0368445265,0.0051295538
EU727181 Staphylococcus carnosus subsp. carnosus,MH643903 Staphylococcus pseudoxylosus,0.0316033635,0.0046651117
Y15750 Staphylococcus condimenti,MH643903 Staphylococcus pseudoxylosus,0.0309433688,0.0046468769
Y15754 Staphylococcus piscifermentans,MH643903 Staphylococcus pseudoxylosus,0.0331070558,0.0047004655
MK121623 Staphylococcus debuckii,MH643903 Staphylococcus pseudoxylosus,0.0322974939,0.0046109118
D83373 Staphylococcus simulans,MH643903 Staphylococcus pseudoxylosus,0.0327464816,0.0047254308
EU707796 Staphylococcus massiliensis,MH643903 Staphylococcus pseudoxylosus,0.0328783730,0.0045882050
KY315825 Staphylococcus edaphicus,MH643903 Staphylococcus pseudoxylosus,0.0006691855,0.0006469329
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,MH643903 Staphylococcus pseudoxylosus,0.0006669541,0.0006447618
AB009938 Staphylococcus delphini,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0281887329,0.0044469875
AJ780976 Staphylococcus pseudintermedius,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0310954478,0.0047259896
CAIB01000045 Staphylococcus intermedius,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0310954478,0.0047259896
FXUZ01000000 Staphylococcus cornubiensis,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0301585025,0.0046718446
KY019172 Staphylococcus ursi,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0318364561,0.0047064428
X84731 Staphylococcus lutrae,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0369417052,0.0052302652
HM484980 Staphylococcus agnetis,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0321473695,0.0047334705
CP008747 Staphylococcus hyicus,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0304054164,0.0046147165
D83360 Staphylococcus chromogenes,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0325757187,0.0046993799
S83568 Staphylococcus schleiferi subsp. schleiferi,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0347403956,0.0048248435
AB009945 Staphylococcus coagulans,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0333318184,0.0048065894
D83364 Staphylococcus felis,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0354990083,0.0050076649
MT442037 Staphylococcus canis,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0252987198,0.0045549734
EU888120 Staphylococcus microti,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0319292582,0.0046249394
FM242137 Staphylococcus rostri,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0334817846,0.0049149219
FR733703 Staphylococcus muscae,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0304874538,0.0046451857
D83358 Staphylococcus auricularis,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0268152109,0.0041797280
AB233329 Staphylococcus carnosus subsp. utilis,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0376470859,0.0051522591
EU727181 Staphylococcus carnosus subsp. carnosus,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0340030637,0.0049008921
Y15750 Staphylococcus condimenti,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0332774901,0.0048784836
Y15754 Staphylococcus piscifermentans,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0355129470,0.0049223067
MK121623 Staphylococcus debuckii,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0347193330,0.0048202546
D83373 Staphylococcus simulans,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0340452528,0.0048679897
EU707796 Staphylococcus massiliensis,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0348108762,0.0047177630
KY315825 Staphylococcus edaphicus,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0006889370,0.0006623890
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0006889370,0.0006623890
MH643903 Staphylococcus pseudoxylosus,AB233327 Staphylococcus saprophyticus subsp. bovis,0.0013783701,0.0009294619
AB009938 Staphylococcus delphini,MH431939 Staphylococcus caeli,0.0260201948,0.0041900039
AJ780976 Staphylococcus pseudintermedius,MH431939 Staphylococcus caeli,0.0305828061,0.0045677085
CAIB01000045 Staphylococcus intermedius,MH431939 Staphylococcus caeli,0.0273922487,0.0042756475
FXUZ01000000 Staphylococcus cornubiensis,MH431939 Staphylococcus caeli,0.0273707100,0.0043856346
KY019172 Staphylococcus ursi,MH431939 Staphylococcus caeli,0.0270488971,0.0041465827
X84731 Staphylococcus lutrae,MH431939 Staphylococcus caeli,0.0333695844,0.0048996527
HM484980 Staphylococcus agnetis,MH431939 Staphylococcus caeli,0.0306547929,0.0046483489
CP008747 Staphylococcus hyicus,MH431939 Staphylococcus caeli,0.0263852442,0.0041270510
D83360 Staphylococcus chromogenes,MH431939 Staphylococcus caeli,0.0299053049,0.0045008856
S83568 Staphylococcus schleiferi subsp. schleiferi,MH431939 Staphylococcus caeli,0.0295699426,0.0044033319
AB009945 Staphylococcus coagulans,MH431939 Staphylococcus caeli,0.0288540756,0.0045074674
D83364 Staphylococcus felis,MH431939 Staphylococcus caeli,0.0341985115,0.0049124336
MT442037 Staphylococcus canis,MH431939 Staphylococcus caeli,0.0231787131,0.0042818587
EU888120 Staphylococcus microti,MH431939 Staphylococcus caeli,0.0306386267,0.0045279376
FM242137 Staphylococcus rostri,MH431939 Staphylococcus caeli,0.0328140356,0.0048586352
FR733703 Staphylococcus muscae,MH431939 Staphylococcus caeli,0.0280533566,0.0043535972
D83358 Staphylococcus auricularis,MH431939 Staphylococcus caeli,0.0256617602,0.0040533975
AB233329 Staphylococcus carnosus subsp. utilis,MH431939 Staphylococcus caeli,0.0368615520,0.0051375949
EU727181 Staphylococcus carnosus subsp. carnosus,MH431939 Staphylococcus caeli,0.0311465171,0.0046006037
Y15750 Staphylococcus condimenti,MH431939 Staphylococcus caeli,0.0305831819,0.0045114996
Y15754 Staphylococcus piscifermentans,MH431939 Staphylococcus caeli,0.0326739210,0.0045578736
MK121623 Staphylococcus debuckii,MH431939 Staphylococcus caeli,0.0313214225,0.0044684526
D83373 Staphylococcus simulans,MH431939 Staphylococcus caeli,0.0320525632,0.0046593264
EU707796 Staphylococcus massiliensis,MH431939 Staphylococcus caeli,0.0320471500,0.0044858481
KY315825 Staphylococcus edaphicus,MH431939 Staphylococcus caeli,0.0026012291,0.0012323364
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,MH431939 Staphylococcus caeli,0.0025810888,0.0012228786
MH643903 Staphylococcus pseudoxylosus,MH431939 Staphylococcus caeli,0.0020036595,0.0011422821
AB233327 Staphylococcus saprophyticus subsp. bovis,MH431939 Staphylococcus caeli,0.0034521497,0.0014662146
AB009938 Staphylococcus delphini,D83374 Staphylococcus xylosus,0.0270480117,0.0042836465
AJ780976 Staphylococcus pseudintermedius,D83374 Staphylococcus xylosus,0.0305768327,0.0046809304
CAIB01000045 Staphylococcus intermedius,D83374 Staphylococcus xylosus,0.0291615957,0.0045053769
FXUZ01000000 Staphylococcus cornubiensis,D83374 Staphylococcus xylosus,0.0291256987,0.0045902808
KY019172 Staphylococcus ursi,D83374 Staphylococcus xylosus,0.0291818571,0.0044403216
X84731 Staphylococcus lutrae,D83374 Staphylococcus xylosus,0.0349435900,0.0050813000
HM484980 Staphylococcus agnetis,D83374 Staphylococcus xylosus,0.0313966964,0.0046375524
CP008747 Staphylococcus hyicus,D83374 Staphylococcus xylosus,0.0284826084,0.0043644852
D83360 Staphylococcus chromogenes,D83374 Staphylococcus xylosus,0.0306119410,0.0044804461
S83568 Staphylococcus schleiferi subsp. schleiferi,D83374 Staphylococcus xylosus,0.0327522220,0.0047444770
AB009945 Staphylococcus coagulans,D83374 Staphylococcus xylosus,0.0313453609,0.0047070411
D83364 Staphylococcus felis,D83374 Staphylococcus xylosus,0.0334787788,0.0048083160
MT442037 Staphylococcus canis,D83374 Staphylococcus xylosus,0.0233123315,0.0043640099
EU888120 Staphylococcus microti,D83374 Staphylococcus xylosus,0.0328416005,0.0046450450
FM242137 Staphylococcus rostri,D83374 Staphylococcus xylosus,0.0347437811,0.0049750819
FR733703 Staphylococcus muscae,D83374 Staphylococcus xylosus,0.0313990974,0.0046842630
D83358 Staphylococcus auricularis,D83374 Staphylococcus xylosus,0.0263723697,0.0041222047
AB233329 Staphylococcus carnosus subsp. utilis,D83374 Staphylococcus xylosus,0.0354123374,0.0050876707
EU727181 Staphylococcus carnosus subsp. carnosus,D83374 Staphylococcus xylosus,0.0305949992,0.0046973054
Y15750 Staphylococcus condimenti,D83374 Staphylococcus xylosus,0.0320135708,0.0046837825
Y15754 Staphylococcus piscifermentans,D83374 Staphylococcus xylosus,0.0334917010,0.0047305974
MK121623 Staphylococcus debuckii,D83374 Staphylococcus xylosus,0.0327214590,0.0046201661
D83373 Staphylococcus simulans,D83374 Staphylococcus xylosus,0.0341901886,0.0047296102
EU707796 Staphylococcus massiliensis,D83374 Staphylococcus xylosus,0.0328933508,0.0045466443
KY315825 Staphylococcus edaphicus,D83374 Staphylococcus xylosus,0.0027145563,0.0013121867
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,D83374 Staphylococcus xylosus,0.0027145563,0.0013121867
MH643903 Staphylococcus pseudoxylosus,D83374 Staphylococcus xylosus,0.0020351957,0.0011267022
AB233327 Staphylococcus saprophyticus subsp. bovis,D83374 Staphylococcus xylosus,0.0034526326,0.0014827897
MH431939 Staphylococcus caeli,D83374 Staphylococcus xylosus,0.0027133707,0.0013604665
AB009938 Staphylococcus delphini,AF004220 Staphylococcus succinus subsp. succinus,0.0266559249,0.0041708903
AJ780976 Staphylococcus pseudintermedius,AF004220 Staphylococcus succinus subsp. succinus,0.0312053747,0.0045252623
CAIB01000045 Staphylococcus intermedius,AF004220 Staphylococcus succinus subsp. succinus,0.0280100756,0.0042492157
FXUZ01000000 Staphylococcus cornubiensis,AF004220 Staphylococcus succinus subsp. succinus,0.0273244188,0.0043138771
KY019172 Staphylococcus ursi,AF004220 Staphylococcus succinus subsp. succinus,0.0277509830,0.0041912519
X84731 Staphylococcus lutrae,AF004220 Staphylococcus succinus subsp. succinus,0.0339882663,0.0049435151
HM484980 Staphylococcus agnetis,AF004220 Staphylococcus succinus subsp. succinus,0.0305785126,0.0046711694
CP008747 Staphylococcus hyicus,AF004220 Staphylococcus succinus subsp. succinus,0.0270862307,0.0042041820
D83360 Staphylococcus chromogenes,AF004220 Staphylococcus succinus subsp. succinus,0.0284220886,0.0043882220
S83568 Staphylococcus schleiferi subsp. schleiferi,AF004220 Staphylococcus succinus subsp. succinus,0.0302076959,0.0045349612
AB009945 Staphylococcus coagulans,AF004220 Staphylococcus succinus subsp. succinus,0.0294866234,0.0045554958
D83364 Staphylococcus felis,AF004220 Staphylococcus succinus subsp. succinus,0.0326913552,0.0048078547
MT442037 Staphylococcus canis,AF004220 Staphylococcus succinus subsp. succinus,0.0223538744,0.0041280544
EU888120 Staphylococcus microti,AF004220 Staphylococcus succinus subsp. succinus,0.0341304909,0.0047179553
FM242137 Staphylococcus rostri,AF004220 Staphylococcus succinus subsp. succinus,0.0334825038,0.0047702439
